Rating,Review,Sentiment
7,[SPOILER ALERT: This review contains spoilers.],Positive
10,One of my favorite shows! They continually cast and add characters with depth and heart! Can’t wait for another season.,Positive
10,Best series ever. You can feel how much the creators love and care for their project. More 5 seasons please.,Positive
9,"I love Stranger Things for the same reasons I love Cobra Kai: wacky adventures with lovable characters who are surprisingly relatable…and a big, cheesy serving of gut-warming nostalgia.",Positive
10,"This is my favorite show of all time! I highly recommend watching it, it’s really thrilling, but is a little scary.",Positive
10,wow this was amazing ... thank you sooo much for such an epic season... best one so far,Positive
10,"Stranger Things is my personal most favourite show of all time ,I remember starting the show early 2017 and was so invested in the characters and plot that it just made me binge through 2 seasons in a day. Stranger Things is the type of show to just progress and get better each season and now that Stranger Things 4 is out I have no words to describe how i felt about this season,but i can say that it is definitely the best season yet.",Positive
10,"This show is fantastic. The cast is great, the story is well-told, and there are very few things that I would change to make the show better.",Positive
10,Absolute must-see television. The Duffer Brothers knock it out of the park for what I believe is the series' best season so far. There are so many twists and turns and it had me on the edge of my seat the whole time. This is one of the most addicting series that I have ever watched. Season 4 Volume 1 exceeded my wildest expectations and I felt like it was a season that was exceptionally well written.,Positive
10,"I love this tv show, it's mysterious and adventurous, I love the CGI and the music in it, simply a quality masterpiece. One of the best show on Netflix.",Positive
10,this is the best movie series netflix never misses on a season they are all great but i think 2 is the worst.,Positive
8,"Great show, it brings an atmosphere with it that will forever link it to the show. Just great.",Positive
10,"A TV Show that is so immersed in fantasy, yet feels real, Stranger Things always delivers on entertainment, a good story and very great visuals, and its unique storytelling, which includes various protagonists, is not only fascinating but innovative and very creative",Positive
7,[SPOILER ALERT: This review contains spoilers.],Positive
10,Continues to be magical. The nostalgia is a factor but the directing and cinematography just lift it so far above most other shows.,Positive
10,[SPOILER ALERT: This review contains spoilers.],Positive
10,one of the best shows on netflix. the new season (s4) has been so far amazing and i'm so excited about the part 2 of it coming out. a masterpiece show.,Positive
8,"Last seasson is a huge improve, more or less the same, but it has something that makes you keep watching, start is a bit slow but worth it.",Positive
9,[SPOILER ALERT: This review contains spoilers.],Positive
8,"It has some lows, and it has some highs. For me personally, Season 3 was the lowest, but Season 4 is amazing, and Season 1 is very competent. It's not perfect, but I'm really glad that it's around.",Positive
10,The series is very god. The 4. season was a big suprise because it was even better than the 3 others. If you look for a god series watch stranger things,Positive
9,This show is something else I have never been so immersed in a whole made up world an been so invested in the life's of made up people in a made up place. I have watched the first and second seasons to many times now and every time I love it more.,Positive
10,Best Netflix show bar none. May 27th will be a spectacular event for streaming watchers from around the world. Sign up to be one of the first to see Stranger things s4!!,Positive
9,"This show is brilliant. It's thrilling, possesses dynamic characters, interesting plotlines, a great story arc and incredible visuals.",Positive
8,"Having heard nearly nothing but good, actually great, things about 'Stranger Things', despite it attracting some criticism (like a lot of popular shows do these days, interest was high watching it. Due to being so intrigued by its concept and various ideas and tones. 'Stranger Things' on the most part is deserving of the love it has, for me its lack of originality was not a problem because it executes so much of everything else so wonderfully. It is not perfect and not an even in quality show, but when it was good, as shown in a quite excellent first season, boy was it more than great. Along with 'The Crown' and 'House of Cards' in its prime, 'Stranger Things' is one of the best Netflix has done and in well above their general standard. Do agree absolutely that Season 2 is not near as good as Season 1. There are still a lot of elements present in Season 2 that was especially good about the first season and part of the show's appeal, but somehow the writing didn't always feel as tight, focused or rounded and some of it was a bit forced and obvious. Also felt some of the effects weren't as refined either. While the acting is great from almost all the cast, Winona Ryder's melodramatic over-acting did feel at odds with everything else. Everything else is executed so well. A vast majority of the time, apart from the lack of refinement of some of the effect in the second season, the production values are just great. Very stylish and atmospheric, with some truly beautiful images that one can't believe such high quality comes from a Netflix show. The music is haunting and nostalgic. Writing is thought probing and has a lot of brains and heart, with some nice gentle humour that doesn't overpower, some truly poignant drama and tension. The story is rich in atmosphere and even though the story ideas are not original and have been understandably described as derivative, it's the execution and telling of these ideas that makes one look past that. The suspenseful mystery elements, the inventive and intriguing sci-fi elements and dark and disturbing horror elements are beautifully balanced and handled adeptly on their own. With an emotional core and nostalgic homages added as well. Characters are compelling and it's the chemistry and interaction and how the relationships are written that makes 'Stranger Things' work so well. Excepting Ryder, the acting is terrific. The standouts being Finn Wolfhard and particularly Millie Bobby Brown (such an expressive actress in a beyond-her-years subtle way), if they continue to act this way and be wise with their career choices they are very likely to have big careers. Overall, very good show and at its best excellent. Do wish that Season 2 was as good as the first though. 8/10 Bethany Cox",Positive
10,"Watched over the last few weeks and I can't believe that I slept through it and where does the good children's drama come from all of a sudden? Even something like ES was really good in this respect. Inspiring, grandiose and incredibly exciting from start to finish. Stranger Things as a mix of thriller, mystery and drama delivers on an incredibly good level and has catapulted itself directly to the most popular series with my girlfriend and me. Hopper is the pillar and superbly characterized and acted. Otherwise, the development of all other characters or newly added figures is absolutely coherent and meaningfully woven into the series. Harrington e.g. is going through a really strong development. Likewise, the story, which is often told on different levels, is so well connected that each merging of the individual strands never seems superimposed, but fits completely organically into the narrative and everything follows a common thread. It then jumps again and again between the individual stories, but they are absolutely exciting on their own and then lead to a really satisfying result. We are absolutely thrilled and can't wait for Season 4. I actually never had the feeling that I was watching a bad episode, only one or the other scene was a bit lengthy. By the way, the effects are exceptionally well done and it definitely has its spooky moments. Absolutely recommendable (if someone still lives behind the moon).",Positive
9,"The drama, the story, the narrative and the development of all the characters are an example for several current series of the same genre. The biggest positive point, besides the drama, is that the development of all the characters doesn't take that long and, even so, it delivers a good result.",Positive
10,"One of the best series of all time, the greatest Netflix Production's creation",Positive
9,"I have watched this 3 or 4 times completely. That speaks for itself :D. In my opinion the third season was the best, then the first and the second was the worst.",Positive
10,"Hi, I am from India(Tamilnadu), such a wonderful series. But please let hopper live somewhere and be back at the next episode, please. The only thing that hurt us is that hopper's loss. he is the man of the match.",Positive
10,"Stranger Things as a whole is one of the best shows I have seen so far. All three seasons have been exciting and stunning, from the visuals to the acting and the music. My only wish is that they dont overproduce it in the following seasons 4 (and possibly 5) but give it a good and worthy ending.",Positive
10,"The greatest TV show of all time. Amazing and engaging characters with so much depth, an amazing story that's like a remix of the best parts of the 80s, amazing original 80s synth based music, outstanding visuals, perfect horror atmosphere...everything is just perfect.",Positive
10,"Now that Game of Thrones is over, can we all collectively agree that this is the show that we all watch and discuss with each other?",Positive
10,The BEST Netflix Original Series ever made! I cannot even begin to explain how insanely good this TV Show is...This show has everything...A brilliant story with loveable characters and some fantastic homages and tributes to the old sci fi/horror movies and tv shows of the late 70s and 80s. A full nostalgia trip which makes it feel so fresh and new. If you have a Netflix **** yourself a favor and give yourself some time to watch this from start to finish! Bring on Season 4!,Positive
9,If I am going to be completely honest. This has to be the best Netflix original. Binge-watching every season and knowing each episode is an adventure in itself is amazing,Positive
10,My favrioute netflix seris i would recommened to anyone it is a good show to watch if your bored,Positive
8,"One of my favorite shows on Netflix. This, Umbrella Academy, Daredevil, Jessica Jones, and Space Force. Funny, Terrifying, Electrifying, Exhilarating. so many emotions come out of this TV Show.",Positive
10,"Probably the best show I´ve ever watched. Great story and amazing soundtrack. The cast is perfect,too. All in all great and even made me cry at the end of season 3",Positive
10,"One of my fav TV shows. The characters, the plot, the effects, the music, everything clicks perfectly, and it great to see that series improve even further with every season.",Positive
10,"I follow this series, it is really a very attractive and entertaining series",Positive
10,[SPOILER ALERT: This review contains spoilers.],Positive
9,"Born in the 80s, growing up in the 90s... this show was made for me. The casting, the cinematography and narrative are all excellent. I binge watched Season 1 after putting the kids to bed on a school night! More please!!",Positive
9,[SPOILER ALERT: This review contains spoilers.],Positive
9,Went to this page just to dislike every negative review. The show is good! Whoever made a negative review is a monster.,Positive
10,"Extremely retro style in the 1980s with Stephen King's supernatural terror and detective plot foreshadowing method, the compact plot is like a super long film, the wonderful performances of child stars are especially added, the screen style of neon lights is integrated with the background music of retro pop music, and the carnival of supernatural fans, Cthulhu fans and conspiracy theory guys, this is probably one of the best ways to experience Hollywood in the summer of 1980s.",Positive
10,"Stranger Thing's is one of my favorite shows! It's fun, suspenseful, and the character's are all very interesting. I loved seasons one and three, two was alright, but wasn't as interesting as the others. I can't wait to see what season four will be like.",Positive
9,It is a great and very modern series. Definitely the best series right now (2020). The cast does a real great job (especially Winona Ryder) and it is getting better every season. Season 3 is by far the funniest and best season. This is a must watch!,Positive
9,"A friend recommended this series to me that it is said to be one of the best. Right after a few episodes, I fell in love with this series and it became my favorite. Excellent CGI, great performances by young actors, a wonderful soundtrack and above all the perfect atmosphere of the 80's make Stranger Things what it is. I love it and I can recommend it. Season 1 - 9,5/10 Season 2 - 9/10 Season 3 - 8,5/10 Season 4 - 9,5/10",Positive
9,I love very strange things. I started watching since the release of season 1. And I liked season 3 the most for its atmasphere and scenario.,Positive
8,One of the best shows on **** is incredibly entertaining and the performances are great. Final Grade: A-,Positive
8,Amazing characters and story that captured me from the first episode that made me binge watch the full 3 seasons on Netflix. I love all of the seasons but I kinda felt like season 3 fell short compared to the other two but it still kept me really entertained.,Positive
9,The first and third season of this show are 10/10 but the second season isn't nearly as good. It is my favorite show of all time.,Positive
9,"Stranger Things has become a favourite of mine, I feel that season three really exceeded any expectation",Positive
7,Not bad. One of the best tv shows for young kids and young people. Not bad at all,Positive
10,[SPOILER ALERT: This review contains spoilers.],Positive
9,"Fantastic visuals and a very engaging story, though the characters steal the show. An excellent show all-round that is very easy to just binge and sit through all in one sitting.",Positive
10,"Definitely one of the best series on Netflix: excellent cast, good story, incredible 80's elements, and characterization. A must watch series.",Positive
7,"no joke this seriers is so nice to watch at ervery time. All seasons are very very good and you can watch it very often. In Germany we would say ,,es ist ZU WILD,,. I can say nothing more than Look this series because if you not you will occupied the best thing you can have !! and sry for my english Germany you knew (;",Positive
8,"it started very well, but it has been declining with the passing of the seasons, but maintaining an above average quality. It was the first Netflix series, so I have a huge affection for the first season that was the best so far!",Positive
9,"Great sci-fi adventure. In the first season, I thought that it seemed more like a drama but then you got to the finale and you got prepared for the rest of the show’s action packed episodes. The second season brings back the characters and puts them against a way bigger threat. And the third season... it’s just awesome. I can’t say much about it, because it is so freaking good",Positive
10,[SPOILER ALERT: This review contains spoilers.],Positive
10,"Anyone in need of some Nostalgia candy?, step right up... This show was good. Season 1 was ok, season 2 was very good TV. Season 3 however is a must watch. Characters are so well developed, the show just plays with your emotions and the Duffer brothers have created a unique blend of characters that are loved, excellent elements of comedy, friendship, childhood adventure, imagination, and of course mystery & horror.. Cinematography for season 3 was incredible, every episode felt like it was a Spielberg movie. Eye candy everywhere and not to mention the incredible little details, Episode 6-8 felt like I was on MDMA everything looked good.",Positive
10,[SPOILER ALERT: This review contains spoilers.],Positive
10,[SPOILER ALERT: This review contains spoilers.],Positive
10,"Review Of Stranger Things S1-S3 Stranger Things S1: Stranger Things S1 is only 3 years old but it already feels like a brilliant classic, the main focus is on the characters which inhabit this twisted yet beautiful fictional town, the show absolutely nails the 80s vibe, classic technology, adverts, architecture and cliches which were prominent at the time. It's got a dark and twisted narrative which manages to hook you after the second episode, a brilliant cast of characters which are all different, well realized and developed and above all a disturbing and somewhat scary antagonist. I wouldn't call Stranger Things (Season One) a horror per se, it's more of a psychological thriller/drama. On top of all this it has an amazing soundtrack, I listen to some of the tunes present in the show on the daily. Overall Stranger Things Season One is near perfect, it manages to nail pretty much everything important but in saying that it does do a few things wrong but overall 8.7/10. Stranger Things S2: The second season is my personal favorite, it once again manages to nail everything the first season did and improve on some things the first season did wrong, character development hits an all time high in this season, relationships that were already established previously are deepened, the performances given by the actors and actresses this time around are a lot more believable as the kids have matured since the previous season. The new additions to the cast are also A+. The stakes are a lot higher in this season although the antagonist isn't as intimidating this time around. I only had one issue with this season, S2 E7 is so out of place and downright boring at times, it completely deviates from the source material and ends up becoming a chore to watch, it feels like a set up for a potential spin off or movie. You could skip E7 and not miss out on any vital information but once this episode is over the brilliance returns. I felt quite satisfied by the time the credits rolled, another solid season. Overall Stranger Things Season Two is an improvement over it's predecessor, 9.5/10. Stranger Things S3: The third season of this brilliant show is once again another solid season but it has some issues. I watched Season 3 twice just to make sure my thoughts and opinions were justified. Season Three doesn't feel like a step forward or back, I say this because it's on par with the previous two seasons but it doesn't improve upon anything. The acting once again was solid and believable, the chemistry between these actors is visible on screen and I feel it adds an extra layer of believability to the show. At this point you care about all of these characters and their relationships, this season explores teen romance and the drama that comes along with it. This is definitely the funniest season of the three, almost all of the jokes land and it feels a lot more lighthearted than the previous two seasons. There are once again new additions to the cast which are once again all brilliant. Now lets get into the negatives, I personally found this season to be a bit of a drag for a while, it has some really bad pacing issues and sub plots that don't lead anywhere. The season starts of pretty strong, we're introduced to the gang again and this makes for some childish fun but as soon as E2 ends, things go South for a bit. It slows down drastically from E3, there are some unnecessary sub plots which don't really make sense and don't lead anywhere, scenes drag on and on because it lacks the same mysterious and disturbing vibe the previous seasons had. The narrative is a mess from E3-E5, things don't make sense, characters are split up into duos and trios and it takes too many liberties, it relies on the fact that you care about these characters rather than telling a cohesive and immersive story. It gets way too unrealistic too, the previous two seasons always felt grounded and believable but this season feels like more of a cartoon than anything else. I didn't feel immersed in the narrative until the final two episodes, there weren't any heart racing moments like the previous two seasons either. It starts picking up the pace after E5 and it makes a huge comeback. Episodes 6,7,8 contain some of the best moments in the entire show, the stakes are raised, the tension builds and you're immersed once again. E7 and E8 are absolutely brilliant, easily the best two episodes in the show. E8 in particular was a masterpiece, everything starts to make sense, the tension goes through the roof and it feels realistic again. I can't express my true views on this episode in writing but I can tell you, it was simply breathtaking. Overall Stranger Things Season Three suffers from slow pacing for a few episodes but as soon as you're ready to find something else to watch it reels you in for an amazing finale. As a result this season's saving grace is it's finale, 10/10 purely because of the brilliant finale. Stranger Things S1, S2 & S3: 9.8/10",Positive
10,This is the best TV show on earth. It builds up slowly but methodically to expand over several seasons. I was amazed with the storytelling. Every piece slowly falls into place to create a grand finale that will be mastered to blow your mind away...,Positive
10,"This serie is so incredible and perfect, when a i see for the first time i stay like ""OH MY GOD""",Positive
10,This is literally the best show ever. Season Three left me in tears of shock thanks to one of the saddest endings of all time (probably in second place after I Am Legend). There is literally no show that I would rather watch than this.,Positive
8,great characters and a welcome throw back to the 80’s pop culture. Season 3 showed signs of fatigue and lack of originality.,Positive
8,"Is great show , every season is better and better i love it so much In season 3. Dustin , steve and robin are the best and maybe Érica too but in a low importante role",Positive
10,"Must watch for sure. If you like Sci-Fi, Old 20th century style or mystery / horror, you’re guaranteed to enjoy these series.",Positive
10,"The magic might be gone but the nostalgia that it has sought to exploit since the first season is still very much present. Objectively, there are better shows out there. However, if you were in love with the first season, Season 3 will feel like a test. For me, it was passed successfully. There is no middle ground here. The relationship I have with the show might be a bit wobblier but that's just the end of the honeymoon phase. The love remains real. A show for the ages, there is no doubt about that.",Positive
10,"Awesome show!!! All the 80s you can handle and monsters, what's not to love! Hopper is a great flawed hero, he takes his lumps and keeps on fighting and Joyce is a headstrong out of the box thinking perfect counterpart to Hop. Everyone brings there own set of skills and flaws which ultimately make everyone very human and understandable/relatable. Great action, great humor, edge of your seat moments and heart tugs is what you get with this one... DON'T MISS IT!!!",Positive
10,After seeing this whole season. I have to say. This was the best Season yet. Glad I saw this one.,Positive
10,"I absolutely hate that Netflix is taking out all the cigarette smoking in the shows. Like what the hell in the 80s everyone used to smoke, it’s what put the show together. It’s relatable to some older people. Yes smoking is bad but honestly so many people are so sensitive now. Grow a pair and if you don’t like it then move tf on",Positive
9,"How a show gets better as it goes on is amazing to me. The season seems to culminate ideas from The Thing, Terminator and even Red Dawn. Overall a must-watch for the summer.",Positive
9,"Alot better than season 2, very nice, very good, very spicy and oh so nicey",Positive
9,"The best season so far, with an amazing attention to detail that is the perfect gestalt of a 80's action movie.",Positive
9,"Season three ratchets up all of the things about the show that we love. I think in furthering the character development, a few of our beloved characters get a little lost in the shuffle. I’m talking about you Jim Hopper! For the most part though, all of our terror and anxiety is amped up through the incredible work done by Dacre Montgomery as Billy. His sings with Millie Bobby Brown as Eleven are especially intense and at times heartfelt. Our supporting cast is there in ways that we haven’t seen before and we get new and interesting groups that are both funny and touching. This season doesn’t disappoint and only makes you want season for all the more.",Positive
8,"Excellent first season, Nice second season, Bad final season. It is an amazing sci-fi story, and you really start to care about the characters, but at the end, it fails to develop some characters and keep using some that aren't even relevant.",Positive
10,[SPOILER ALERT: This review contains spoilers.],Positive
8,"+Excellent cast +Great cinematography +Noticably larger production value -Screenplay and characters feel contrived this time around Dont get me wrong, S3 is a very enjoyable and high quality outing but a few **** points stopped it from achieving perfection this time around... EG:-why is Joyce so intensly motivated to solve the disturbances? Why is hopper now a great number of IQ points lower than previous outings?? The motivations of the characters just feel too convenient and inserts for the sake of 'team up 80's style' moments and the various odd almost sketch like setups.. I miss those natural, slower paced moments of S1. Nonetheless STS3 is one heck of a show to watch in 2019.",Positive
10,A classic nostalgic feel and expert character building Stranger Things is a brilliant show. It is amazing!,Positive
10,Amazing! Breathtaking! This may just be the best show on Netflix. Everything about the show is perfect. You must to watch it.,Positive
10,"Breathtaking! This may just be the best show on Netflix. Everything is fantastic. The show is set in the 1980's, and that works well with the plot devices and really makes the show possible. The characters on this show are very well fleshed out, and they all feel like real people, even minor characters that are only present in 1 or 2 scenes. The pacing on the show is also fantastic. The show only tells the viewer little bits of information, enough that they know what is going on, but not too much that it just gives away the answers. This keeps the show interesting. The acting is great too... You have to watch it!",Positive
10,"By far the best season. The characters emotions felt real, it was horrorfying in all the right ways. I came out of watching this season excited for season 4. The actors are phenomanal. Character Arcs from season 1 and 2 end in the best way possible. It felt like an extension of the series making ever so more powerful. I do wish we saw nancy be a bit more useful, otherwise great show, a definite must watch!",Positive
8,"Hawkins, Indiana faces a familiar but more lethal threat this time around as Soviet forces are attempting to bring back the alien life forms to use as weapons. Eleven, Mike, Will and the rest of the gang come together once again to get rid of this threat once and for all. Millie Bobby Brown is a STAR. I have said that before but I really believe it now. She has put a stamp on her future after three strong seasons of this series and I cannot wait to see what she does for the big screen (and hopefully she gets casted in better films than Godzilla: King of the Monsters). I don’t have to mention this but of course Winona Ryder and David Harbour provide great performances per usual but the surprise standout has to be Priah Ferguson who portrays Erica (Lucas’ little sister). She was sampled a little bit in season 2 and I guess the filmmakers answered our requests that she gets a lot more screen time. And I’m glad to say she becomes part of the main cast and she had me laughing after every line of dialogue. We all should come to know that Stranger Things always gives us great, clever writing with a really good suspense/thriller story. This season probably provides my favorite story as we finally move away from Will being the constant host of the “Demagorgons” and the stakes become much higher and grand. And as time in this series progresses, obviously our core cast of teens are aging. They aren’t kids anymore so there are some realistic aspects thrown in on some of them getting into their first relationship and others feeling left out and pushed to the side. Very relatable to us all whether we feel on either spectrum. Our main cast splits into four different story lines and I was invested into all of them for the most part. I will not lie that it took me a couple episodes to really get going into the story line that involves Chief Hopper and Joyce Byers. But as their story progresses, I couldn’t help but to love the outcome. This specific season most likely ends off on the most emotional note compared to the previous two. And that is not possible without the great writing and character development that the Duffer Brothers seem to give the main cast. And I absolutely adored the setting of this series as it takes place around and on July 4th. The set design and cinematography is so colorful and vibrant and the last two seasons do not match up to this third season as far as looks go. I have to sleep on this third season a bit before I say that it is my favorite but just the fact that I am thinking about it... definitely means you all will enjoy this new installment of Stranger Things. Happy binging!!!",Positive
9,"Best show on Netflix. Amazing characters, they are all built with a inusual kind of precision for a TVshow. The Seasons are always better and the story works very well in all the details. Something special with a perfect, young cast. Scare, fun and a little bit of drama make Stranger Things a masterpiece!",Positive
10,"Quite simply the greatest show of all time. Visuals are dazzling, characters are full, story is amazing, and it’s addictive AF.",Positive
10,"This might just be the best show on Netflix. Everything about the show is fantastic. The show is set in the 1980's, and that works well with the plot devices and really makes the show possible. The characters on this show are very well fleshed out, and they all feel like real people, even minor characters that are only present in 1 or 2 scenes. The pacing on the show is also fantastic. The show only tells the viewer little bits of information, enough that they know what is going on, but not too much that it just gives away the answers. This keeps the show interesting. The acting is great too. Every actor or actress is putting in a lot of effort, and that goes for both children and adults. If you are reading this review and have not yet checked out Stranger Things, you must.",Positive
10,"One of the best seasons I have ever seen. its filled with amazing moments,some of the most scariest Scenes I have ever seen and also one of the best villains yet in vecna.",Positive
8,"This is a tough one, now I watched Seasons 1 - 4, I binged the living **** out of it, and I gotta say, I never thought I'd like this. I'm very happy that I caught this series just in time for next year. So this series is an 8/10 because it suffers from some incorrect scientific fiction. The other thing is that the characters in most cases are incredibly stupid, especially in season 4 where it's noticeable. The writers struggled with Seasons 3 - 4 because they forgot certain logic that was explained in S1 - 2. I can only hope they rewatch what they made for S5, because if it continues with the same writing from S4, then oh boy we have a Game of Thrones Situation coming. Anyway, the way this Series is composed with its cinematography characters and Cool and Fun Sci-fi, it's **** far.",Positive
9,[SPOILER ALERT: This review contains spoilers.],Positive
10,"I still have no idea how they do it, but somehow they manage to keep the series going and that each time it goes up a level more than the previous one, without a doubt it’s a good series that everyone should watch.",Positive
8,"Very good throughout, despite there being a few time where the plot falls flat or the scenes feel too long. Apart from that there are very likable characters and role models and great storytelling.",Positive
8,"Very nice tv show , so excited of 5 season, can't wait, actually one of my favorite tv show ever. 8,5/10 solid",Positive
9,"Is Stranger Things actually worth watching? Stranger things - it’s a science fiction horror drama. Moreover, it involves the topics such as love, friendship, school issues and so on. This TV series is about a group of teenagers who is trying to save their town by fighting horrific monsters. The plot is super unique, the scenes are thrilling and the character development is amazing. The directors, The Duffer Brothers, have come up with a brilliant idea for the series. They have managed to create a TV show for people of all ages. The Stranger things series has four seasons. The fifth one will come out at the end of 2025 year. Each season consists of 8-11 episodes. The actors’ cast has been selected correctly. Every actor suits its character. That helps you to immerse yourself in the theme of the series. The single disadvantage is about the episode release time. Fans always have to wait about 2-3 years to watch a new season. It’s too long, because with the passage of time, you start to forget last episodes, so you have to rewatch the TV show to recall the details in your memory. In general, it’s the best way to spend your free time with pleasure watching something interesting. Try to offer it to your family and friends. They’ll like your idea.",Positive
8,Stranger things is a good show for me and I can't wait for the fifth season,Positive
7,It's very good for the first few seasons after that I kinda feel like it over stays It's welcome,Positive
10,"A series that contains everything to be good, script, soundtrack that fits perfectly at the right moments, charismatic characters, actors who were born to play their roles and a wonderful direction, one of the greatest series ever made in humanity and that marked and will mark many people still.",Positive
10,"""Stranger Things"" is a thrilling nostalgia trip for anyone who grew up in the 80s. The show's homage to classics like A Nightmare on Elm Street and Aliens is a delightful treat for fans of that era. The authentic 80s pop culture references and the well-crafted storyline make it a must-watch. It brilliantly captures the essence of the time, taking us on a suspenseful and heartwarming journey. A nostalgic masterpiece!",Positive
9,Arguably Netflix's greatest original.,Positive
10,Rating: 97 AMAZING Season Ranked: 1. Season 3 Rating: 100 (Masterpiece) 2. Season 4 Rating: 100 (Masterpiece) 3. Season 1 Rating: 100 (Masterpiece) 4. Season 2: Rating: 77 (Good) Full Series Review: Stranger Things is well crafted television show with amazing storytelling and direction from the Duffer Brothers. It also has a incredible cast ensemble especially Millie Bobby Brown and David Harbour who gives phenomenal performances. Overall Stranger Things is a spectacular show and definitely one of the best Netflix Original Show.,Positive
7,"It’s alright. Not the best show I’ve ever seen, not the worst show I’ve ever seen. It’s just alright. I’ve seen scarier things before, but I would say it’s a good watch, but it is not perfection.",Positive
10,"This show has something for everyone- horror, comedy, romance, sci-fi, drama, action, thrills. If you are on the gate about watching this, do yourself a favour and watch it.",Positive
9,I love the characters so much! The storylines and characters are so fleshed out and watching it gets me emotional.,Positive
8,"I love this show and its thorough world building, I felt for every character that made me be on the edge of my seat when a point of tension was in the show. I could not part with any of them, but the most recent season I felt unsatisfied. There can be such a thing as too much character development or focus. The show has been slowly widening the scope, leaving Hawkins and introducing International players. Yet I feel that the show is too scared to depart from our group of kids and venture into the world it has created. The military, governments, nations are involved, its a avengers level threat yet I feel that the world doesn't care. Here we are at the end of the world potentially but everyone is smiling and going about their day. I hope that we get to see a big face off between the government/world against the invading dimension. I hope the scope of the show widens past our small group of kids from Hawkins.",Positive
10,"A detective horror story set in the 80s, full of nostalgic throwbacks and a childish fun sense of humor. 10/10 because stranger things has executed exactly what it set out to do and its done so splendidly!",Positive
10,Very good. Amazing story whith very well written Characters and cool Monsters.,Positive
10,[SPOILER ALERT: This review contains spoilers.],Positive
10,"Great show. I really struggle to commit to an entire series yet this show has totally broke the barrier. I absolutely loved this show due to its plot, sound track, and overall premise. This show has a great uniqueness to it, and has been well loved by teens to adults. This show is so well coordinated together. I watched it in under 2 weeks, and considering the fact I’m never able to commit to a show, like I’ve said, this was completely ironic. If you’re looking for a review to change your opinion on whether you should watch it or not because maybe you feel it’s too overrated, make this review the game changer. Great job, Duffer Brothers!",Positive
10,The BEST series I have see for a long time. I like the atmosphere the cast.,Positive
10,The series which never be unseccesful. And 4th season is the best season so far because we can see hole story clearly. Netflix is earning earning money because of this!,Positive
7,Enjoyable show. Season 1 and 4 are particular strong. 2 and 3 are decent. Great horror and drama elements.,Positive
8,"Season 1 : 8,2 At it's core, Stranger Things is a Redemption Story. It's excels in the term of fleshing out all of their character (even the one we didn't see often). Everyone has its flaws, and everyone trying to be better because of it. And through this ""Stranges"" event",Positive
10,"What makes a tv show interesting is very important for the audience. The audience must stay focused and enjoy the tv show the whole time. Quality, characters, story, and entertainment are the best parts of this tv show, which are very important for the audiences and the fans. To start with, the quality of the tv show is top-rated, which means the scenes, clothes, and location is perfectly designed, and it doesn't change over time. For a Tv show, it is essential to stay committed to the first season, which means if it starts excellent, the audience expects it to keep up the same and not change. Stranger things start with exceptional quality and stay the same over time. Characters are always essential in all movies, TV shows, and stranger things have the best characters you can ever imagine. It takes only one episode to fall in love with these beautiful characters and relate to them until the end. At first, you might see them as ""kids,"" but as soon as you see the first episode, you will know this is not a kid's show and is far more interesting than that. The love these kids give to their characters is far greater than their ""roles,"" and this is something it makes this tv show very unique. From seasons one to four, you will see many changes in the characters and environment, but this change is not bad. The characters develop more and grow up, which is very important for what comes next. The writer will add many new characters to the show, which is always reasonable and necessary for the main characters to develop more and get more power using their team. The storyline is far from unique. It stays interesting every minute and makes you wonder what will happen next. The storyline is about two different worlds and how they met. The characters are doing a great job, and they grow up with the storyline, which makes the tv show and the storyline more believable. The storyline keeps getting stronger and more powerful after each episode, and at some point, you feel like you can't stop watching and Entertainment is one of the most outstanding qualities of this amazing tv show. Once you start watching this tv show, there is no going back, and you will not regret it. The tv show will keep you wondering while answering all of your questions about the environment, characters, and even storyline. Netflix has done a great job creating this unique and memorable tv show. One of the good things about this tv show for me was the 1980s environment and how good and comfortable the cast created every moment with tiny details and love.",Positive
7,[SPOILER ALERT: This review contains spoilers.],Positive
10,One of my favorite shows! They continually cast and add characters with depth and heart! Can’t wait for another season.,Positive
10,Best series ever. You can feel how much the creators love and care for their project. More 5 seasons please.,Positive
9,"I love Stranger Things for the same reasons I love Cobra Kai: wacky adventures with lovable characters who are surprisingly relatable…and a big, cheesy serving of gut-warming nostalgia.",Positive
10,"This is my favorite show of all time! I highly recommend watching it, it’s really thrilling, but is a little scary.",Positive
10,wow this was amazing ... thank you sooo much for such an epic season... best one so far,Positive
10,"Stranger Things is my personal most favourite show of all time ,I remember starting the show early 2017 and was so invested in the characters and plot that it just made me binge through 2 seasons in a day. Stranger Things is the type of show to just progress and get better each season and now that Stranger Things 4 is out I have no words to describe how i felt about this season,but i can say that it is definitely the best season yet.",Positive
10,"This show is fantastic. The cast is great, the story is well-told, and there are very few things that I would change to make the show better.",Positive
10,Absolute must-see television. The Duffer Brothers knock it out of the park for what I believe is the series' best season so far. There are so many twists and turns and it had me on the edge of my seat the whole time. This is one of the most addicting series that I have ever watched. Season 4 Volume 1 exceeded my wildest expectations and I felt like it was a season that was exceptionally well written.,Positive
10,"I love this tv show, it's mysterious and adventurous, I love the CGI and the music in it, simply a quality masterpiece. One of the best show on Netflix.",Positive
10,this is the best movie series netflix never misses on a season they are all great but i think 2 is the worst.,Positive
